央+卫IPv6源9,#genre#
CCTV5+体育赛事,http://39.134.65.194/TVOD/88888888/224/3221225507/1.m3u8
CCTV6 电影,http://39.134.67.108/PLTV/88888888/224/3221225814/1.m3u8
CCTV6 电影,http://39.134.64.179:6610/PLTV/88888888/224/3221226010/index.m3u8?
CCTV6 电影,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226010/index.m3u8
CCTV6 电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV6 电影,http://39.134.65.196/PLTV/88888888/224/3221225814/1.m3u8
CCTV6 电影,http://39.134.65.251/PLTV/88888888/224/3221225814/1.m3u8
CCTV6 电影,http://39.134.65.209/PLTV/88888888/224/3221225814/1.m3u8
CCTV6 电影,http://39.134.65.249/PLTV/88888888/224/3221225814/1.m3u8
CCTV6 电影,http://39.134.65.215/PLTV/88888888/224/3221225814/1.m3u8
CCTV6 电影,http://39.134.65.247/PLTV/88888888/224/3221225814/1.m3u8
CCTV6 电影,http://39.134.65.211/PLTV/88888888/224/3221225814/1.m3u8
CCTV6 电影,http://39.134.65.239/TVOD/88888888/224/3221225814/1.m3u8
CCTV6 电影,http://39.134.67.108/TVOD/88888888/224/3221225814/1.m3u8
CCTV6 电影,http://39.134.65.196/TVOD/88888888/224/3221225814/1.m3u8
CCTV6 电影,http://39.134.65.247/TVOD/88888888/224/3221225814/1.m3u8
CCTV6 电影,http://39.134.67.110/TVOD/88888888/224/3221225814/1.m3u8
CCTV6 电影,http://39.134.65.249/TVOD/88888888/224/3221225814/1.m3u8
CCTV6 电影,http://39.134.65.200/TVOD/88888888/224/3221225814/1.m3u8
CCTV6 电影,http://39.134.65.207/TVOD/88888888/224/3221225814/1.m3u8
CCTV6 电影,http://39.134.65.251/TVOD/88888888/224/3221225814/1.m3u8
CCTV6 电影,http://39.134.65.209/TVOD/88888888/224/3221225814/1.m3u8
CCTV6 电影,http://39.134.65.211/TVOD/88888888/224/3221225814/1.m3u8
CCTV6 电影,http://39.134.65.215/TVOD/88888888/224/3221225814/1.m3u8
CCTV1 综合,http://39.135.133.176:80/wh7f454c46tw1484222890_2002119703/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8?icpid=88888888&RTS=1730366498&from=23&hms_devid=1241&online=1730366498&vqe=3
CCTV3 综艺,http://39.135.133.173:80/wh7f454c46tw1743222228_-2024923363/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8?icpid=88888888&RTS=1730366757&from=23&hms_devid=1242&online=1730366757&vqe=3
CCTV4 中文国际,http://39.135.133.181:80/wh7f454c46tw1803512484_-2098480225/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/1730366776-1-1701928564.hls.ts?servicetype=1
CCTV5 体育,http://39.135.133.169:80/wh7f454c46tw1850169736_101927998/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8?icpid=88888888&RTS=1730366864&from=23&hms_devid=1243&online=1730366864&vqe=3
CCTV5+体育赛事,http://39.135.133.137:80/wh7f454c46tw1904092897_-2123555883/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8?icpid=88888888&RTS=1730366918&from=23&hms_devid=1229&online=1730366918&vqe=3
CCTV6 电影,http://39.135.133.158:80/wh7f454c46tw1951019629_1118763499/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8?icpid=88888888&RTS=1730366965&from=23&hms_devid=1251&online=1730366965&vqe=3
CCTV7 国防军事,http://39.135.133.163:80/wh7f454c46tw1985862896_-1547832042/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8?icpid=88888888&RTS=1730367000&from=23&hms_devid=1253&online=1730367000&vqe=3
CCTV8 电视剧,http://39.135.133.156:80/wh7f454c46tw2116459211_1854828723/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?icpid=88888888&RTS=1730367130&from=23&hms_devid=1247&online=1730367130&vqe=3
CCTV9 纪录,http://39.135.133.181:80/wh7f454c46tw2163518765_-1670944475/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8?icpid=88888888&RTS=1730367177&from=23&hms_devid=1250&online=1730367177&vqe=3
CCTV10 科教,http://39.135.133.173:80/wh7f454c46tw2205734610_-2004321563/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8?icpid=88888888&RTS=1730367219&from=23&hms_devid=1242&online=1730367219&vqe=3
CCTV11 戏曲,http://39.135.133.177:80/wh7f454c46tw2250340002_545388191/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8?icpid=88888888&RTS=1730367264&from=23&hms_devid=1241&online=1730367264&vqe=3
CCTV12 社会与法,http://39.135.133.170:80/wh7f454c46tw2287294456_1245853610/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8?icpid=88888888&RTS=1730367301&from=23&hms_devid=1254&online=1730367301&vqe=3
CCTV13 新闻,http://39.135.133.158:80/wh7f454c46tw2330094260_16393529/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8?icpid=88888888&RTS=1730367344&from=23&hms_devid=1251&online=1730367344&vqe=3
CCTV14 少儿,http://39.135.133.158:80/wh7f454c46tw2377635205_-1592163716/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8?icpid=88888888&RTS=1730367391&from=23&hms_devid=1251&online=1730367391&vqe=3
CCTV15 音乐,http://39.135.133.156:80/wh7f454c46tw2414517078_1019820892/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/1730367390-1-1701928617.hls.ts?servicetype=1
CCTV16 奥林匹克,http://39.135.133.175:80/wh7f454c46tw1864868442_-1814155025/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8?icpid=88888888&RTS=1730345404&from=23&hms_devid=1252&online=1730345404&vqe=3#http://39.135.133.176:80/wh7f454c46tw2450753094_-1276561678/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8?icpid=88888888&RTS=1730367464&from=23&hms_devid=1241&online=1730367464&vqe=3
CCTV17 农业农村,http://39.135.133.179:80/wh7f454c46tw2514554408_1729841714/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8?icpid=88888888&RTS=1730367528&from=23&hms_devid=1248&online=1730367528&vqe=3
CETV-01,http://171.34.76.62:808/hls/24/index.m3u8
CETV-01,http://39.135.133.157:80/wh7f454c46tw1495674633_-694018252/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8?icpid=88888888&RTS=1730284905&from=23&hms_devid=1247&online=1730284905&vqe=3
CETV-02,http://39.135.133.154:80/wh7f454c46tw1593690645_-1707477631/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8?icpid=88888888&RTS=1730285003&from=23&hms_devid=1233&online=1730285003&vqe=3
CETV-04,http://39.135.133.156:80/wh7f454c46tw1648104447_-1727072077/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8?icpid=88888888&RTS=1730285057&from=23&hms_devid=1247&online=1730285057&vqe=3
CGTN英语,https://english-livetx.cgtn.com/hls/yypdyyctzb_hd.m3u8
CGTN阿拉伯语,https://arabic-liveali.cgtn.com/hls/LSveq57bErWLinBnxosqjisZ220802LSTefTAS9zc9mpU08y3np9TH220802cd/playlist.m3u8
CGTN纪录,https://english-livetx.cgtn.com/hls/yypdjlctzb_hd.m3u8
CGTN西班牙语,https://espanol-liveali.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd/playlist.m3u8
CGTN法语,https://francais-livews.cgtn.com/hls/LSvev95OuFZtKLc6CeKEFYXj220802LSTeV6PO0Ut9r71Uq3k5goCA220802cd/playlist.m3u8
CGTN俄语,https://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd/playlist.m3u8
CHC影迷电影,http://223.145.224.222:8000/udp/239.76.245.242:1234
CHC动作电影,http://112.192.72.102:8484/udp/239.0.0.24:5140
CHC家庭影院,http://220.196.217.235:8022/udp/239.45.0.40:5140
环球奇观,http://59.174.97.240:8880/udp/239.254.96.192:9232
CEC国际旅游,http://play.cec-tv.com.cn/channel/cec-tv2.m3u8
CEC国际教育,http://play.cec-tv.com.cn/channel/cec-tv3.m3u8
CEC国际健康,http://play.cec-tv.com.cn/channel/cec-tv4.m3u8
CCTV央视精品文化,http://jssztzn.synology.me:2020/udp/239.49.8.90:8000
CCTV怀旧剧场,http://jssztzn.synology.me:2020/udp/239.49.8.91:8000
CCTV电视指南,http://60.4.3.39:8888/udp/239.253.93.249:6427
CCTV风云足球,http://jssztzn.com:2020/udp/239.49.8.85:8000
CCTV风云足球,http://www.weihuaz.icu:8888/udp/239.252.219.96:5140
CCTV高尔夫球,http://www.jssztzn.com:2020/udp/239.49.8.86:8000
CCTV军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
CCTV兵器科技,http://ht.ikhs.cn:8880/udp/239.69.1.79:10114
CCTV世界地理,http://ht.ikhs.cn:8880/udp/239.69.1.91:10186
CCTV女性时尚,http://jssztzn.com:2020/udp/239.49.8.93:8000
CCTV央视台球,http://219.140.226.27:5555/udp/239.69.1.98:10224
CCTV风云音乐,http://60.168.225.177:2000/udp/238.1.79.64:4648
CCTV风云剧场,http://jssztzn.synology.me:2020/udp/239.49.8.89:8000
CCTV电视指南,http://119.135.1.234:6699/live/1084/index.m3u8
CCTV风云足球,http://www.weihuaz.icu:8888/udp/239.252.219.96:5140
CCTV高尔夫球,http://123.183.73.41:808/hls/84/index.m3u8
CCTV军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
CCTV5+体育赛事,http://39.134.64.179:6610/PLTV/88888888/224/3221225603/index.m3u8?IASHttpSessionId=OTT3103620241102081347054576
CCTV16 奥林匹克,http://39.134.64.179:6610/PLTV/88888888/224/3221226100/index.m3u8?IASHttpSessionId=OTT3103620241102082845054579
CCTV16 奥林匹克,http://119.114.37.138:85/tsfile/live/1027_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV16 奥林匹克,http://39.135.133.170:80/wh7f454c46tw1018384760_1727074610/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8?icpid=88888888&RTS=1730512061&from=23&hms_devid=1254&online=1730512061&vqe=3
CCTV17 农业农村,http://39.134.64.179:6610/PLTV/88888888/224/3221225765/index.m3u8?IASHttpSessionId=OTT3106620241102085019048987
CCTV17 农业农村,http://39.135.133.161:80/wh7f454c46tw547997846_507152060/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/1730537351-1-1701945614.hls.ts?servicetype=1

🛰卫视频道+,#genre#
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
新疆卫视,https://slstplay.xjtvs.com.cn/xjtv1/xjtv1stream.m3u8?auth_key=1731411603-8-8-d2cf9f854f028f1af536f739ad34caab
安徽卫视,http://annaxi.lw-home.com:11111/udp/239.253.254.87:8000
东南卫视,http://www.jiaocj.xyz:4000/udp/239.49.0.61:8480
东方卫视,https://live-pc.xuexi.cn/merged/dftv_merge_qhd.m3u8?auth_key=1731444321-0-17313903209666096-36611fe0fac39df42658f058d5227606&yid=17313903209666096
甘肃卫视,https://hls.gstv.com.cn/49048r/6e1sy2.m3u8
河北卫视,https://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=1731397878&k=de36f6728aeb287f1357c5256bf4c87b
黑龙江卫视,http://dx.pcc.icu:8123/udp/239.21.1.28:5002
辽宁卫视,https://live-pc.xuexi.cn/merged/lntv_merge_qhd.m3u8?auth_key=1731444975-0-17313909749007809-98c449ec3e167edc49eb526d50419d40&yid=17313909749007809
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=35f2dd39972cede5222c6bd2c0efe24b&txTime=77395680
宁夏卫视,https://live-pc.xuexi.cn/merged/nxtv_merge_cqhd.m3u8?auth_key=1731445120-0-17313911206683349-cc0648217175de045d86904a5f95a1a7&yid=17313911206683349
陕西卫视,http://stream.snrtv.com/sxbc-star-bpqA07.m3u8
四川卫视,http://222.241.154.37:9901/tsfile/live/23041_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,https://live-pc.xuexi.cn/merged/tjtv_merge_qhd.m3u8?auth_key=1731445544-0-17313915443521349-17bff12d0a098804b16576e0822532aa&yid=17313915443521349
西藏卫视,https://tv.vtibet.cn/live/tzNmj6ZxiPW7ws.m3u8?secret=2dd52ab107388bc1553c0cf50428ec54&time=6732f04f
西藏藏语卫视,https://tv.vtibet.cn/live/hzwxhy6YdkAatK.m3u8?secret=6b2aff6bab1cba05bce8dde67aeefb81&time=6732f074
厦门卫视,http://home.await.moe:30000/udp/239.3.1.143:4120
云南卫视,https://hwapi.yntv.net/62hdvf/41hse3.m3u
重庆卫视,http://222.241.154.37:9901/tsfile/live/23042_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
安多卫视,http://27.40.16.69:8114/GD_CUCC/G_ANDUO.m3u8?Authinfo=e1RkObFJ%2F%2F7BzxTTV1aBcI2OLGvgz36i5QFdUg%2BA8OOUZrCGwd7QCewYfeqMbbrW&FvSeid=a3753772c9fbff51&FvCheckid=2cc969db5e208f6ca8f6241e2219a852&Fsv_ctype=LIVES&Fsv_cid=3064&Fsv_chan_hls_se_idx=&Provider_id=GD_CUCC&Pcontent_id=G_ANDUO
大湾区卫视,http://183.29.197.170:8686/udp/239.77.0.215:5146
大湾区卫视,http://163.177.123.142:9901/tsfile/live/live_1007_1_2078404.ts?key=txiptv&key2=2078404
海峡卫视,http://38.64.72.148:80/hls/modn/list/4009/chunklist0.m3u8
贵州卫视,http://39.135.133.182/wh7f454c46tw3414214002_2028123259/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8?icpid=88888888&RTS=1731390630&from=23&hms_devid=1246&online=1731390630&vqe=3
山东卫视,http://39.135.32.24:6610/PLTV/77777777/224/3221226010/index.m3u8?servicetype=1&IASHttpSessionId=OTT&
北京卫视,http://39.135.133.163/wh7f454c46tw1358172038_-197722940/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226251/index.m3u8?icpid=88888888&RTS=1730568235&from=23&hms_devid=1253&vqe=3
天津卫视,http://39.135.133.159/wh7f454c46tw1554282427_1937837356/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226459/index.m3u8?icpid=88888888&RTS=1730568431&from=23&hms_devid=1251&vqe=3
黑龙江卫视,http://39.135.133.180/wh7f454c46tw1613328094_2075733235/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226327/index.m3u8?icpid=88888888&RTS=1730568490&from=23&hms_devid=1250&vqe=3
河北卫视,http://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=2510710360&k=f1b16a3a3866dafecb94ec2bb4160e58
湖南卫视,http://39.134.64.179:6610/PLTV/88888888/224/3221225610/index.m3u8?IASHttpSessionId=OTT3105520241102065642045403
湖南卫视,http://39.135.133.173:80/wh7f454c46tw2517479200_-707444561/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8?icpid=88888888&RTS=1730530740&from=23&hms_devid=1242&online=1730530740&vqe=3
陕西卫视,http://39.135.133.176:80/wh7f454c46tw2575217183_-451883330/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8?icpid=88888888&RTS=1730367589&from=23&hms_devid=1241&online=1730367589&vqe=3
东方卫视,http://39.135.133.159:80/wh7f454c46tw2651260413_-1863848078/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8?icpid=88888888&RTS=1730367665&from=23&hms_devid=1251&online=1730367665&vqe=3
吉林卫视,http://39.135.133.177:80/wh7f454c46tw2699087434_-1131031611/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8?icpid=88888888&RTS=1730367713&from=23&hms_devid=1241&online=1730367713&vqe=3
青海卫视,http://39.135.133.175:80/wh7f454c46tw2765006493_-1264747621/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8?icpid=88888888&RTS=1730367779&from=23&hms_devid=1252&online=1730367779&vqe=3
湖北卫视,http://39.135.133.169:80/wh7f454c46tw2829932198_752961286/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8?icpid=88888888&RTS=1730367844&from=23&hms_devid=1243&online=1730367844&vqe=3
江西卫视,http://39.135.133.177:80/wh7f454c46tw3037200183_-1862317527/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8?icpid=88888888&RTS=1730368051&from=23&hms_devid=1241&online=1730368051&vqe=3
江苏卫视,http://39.135.133.166:80/wh7f454c46tw2879877898_1331834497/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8?icpid=88888888&RTS=1730367894&from=23&hms_devid=1249&online=1730367894&vqe=3
广东卫视,http://39.135.133.178:80/wh7f454c46tw2939579035_-1551915901/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8?icpid=88888888&RTS=1730367953&from=23&hms_devid=1248&online=1730367953&vqe=3
海南卫视,http://39.135.133.158:80/wh7f454c46tw2987746313_1303486556/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8?icpid=88888888&RTS=1730368001&from=23&hms_devid=1251&online=1730368001&vqe=3
湖南卫视,http://39.135.133.157:80/wh7f454c46tw2403687429_1393800438/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8?icpid=88888888&RTS=1730290108&from=23&hms_devid=1247&online=1730290108&vqe=3
深圳卫视,http://39.135.133.158:80/wh7f454c46tw2500394453_-1303980129/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8?icpid=88888888&RTS=1730290205&from=23&hms_devid=1251&online=1730290205&vqe=3
浙江卫视,http://39.135.133.171:80/wh7f454c46tw2557189019_-1772760338/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8?icpid=88888888&RTS=1730290261&from=23&hms_devid=1254&online=1730290261&vqe=3
北京卫视,http://39.135.133.171:80/wh7f454c46tw2669745054_471135078/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8?icpid=88888888&RTS=1730290374&from=23&hms_devid=1254&online=1730290374&vqe=3
天津卫视,http://39.135.133.159:80/wh7f454c46tw2747240080_-1449804495/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8?icpid=88888888&RTS=1730290451&from=23&hms_devid=1251&online=1730290451&vqe=3
辽宁卫视,http://39.135.133.166:80/wh7f454c46tw2792627431_724734655/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8?icpid=88888888&RTS=1730290497&from=23&hms_devid=1249&online=1730290497&vqe=3
广西卫视,http://39.135.133.153:80/wh7f454c46tw2846892320_-1140026773/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8?icpid=88888888&RTS=1730290551&from=23&hms_devid=1230&online=1730290551&vqe=3
黑龙江卫视,http://39.135.133.178:80/wh7f454c46tw2943235144_893203169/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226585/index.m3u8?icpid=88888888&RTS=1730290647&from=23&hms_devid=1248&online=1730290647&vqe=3
内蒙古卫视,http://39.135.133.176:80/wh7f454c46tw2989336959_-632182304/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8?icpid=88888888&RTS=1730290694&from=23&hms_devid=1241&online=1730290694&vqe=3
西藏卫视,http://39.135.133.181:80/wh7f454c46tw3032519282_-1936590586/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8?icpid=88888888&RTS=1730290737&from=23&hms_devid=1250&online=1730290737&vqe=3
宁夏卫视,http://39.135.133.160:80/wh7f454c46tw3085648758_-1627228124/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8?icpid=88888888&RTS=1730290790&from=23&hms_devid=1244&online=1730290790&vqe=3
甘肃卫视,http://39.135.133.136:80/wh7f454c46tw3133613526_-438653362/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226522/index.m3u8?icpid=88888888&RTS=1730290838&from=23&hms_devid=1229&online=1730290838&vqe=3
安多卫视,http://39.135.133.156:80/wh7f454c46tw3167314698_566275339/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8?icpid=88888888&RTS=1730290872&from=23&hms_devid=1247&online=1730290872&vqe=3
康巴卫视,http://39.135.133.174:80/wh7f454c46tw3209516595_-1017332701/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8?icpid=88888888&RTS=1730290914&from=23&hms_devid=1252&online=1730290914&vqe=3
东南卫视,http://39.135.133.174:80/wh7f454c46tw3249612868_-794822220/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8?icpid=88888888&RTS=1730290954&from=23&hms_devid=1252&online=1730290954&vqe=3
四川卫视,http://39.135.133.178:80/wh7f454c46tw3290389485_-9527365/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8?icpid=88888888&RTS=1730290995&from=23&hms_devid=1248&online=1730290995&vqe=3
安徽卫视,http://39.135.133.174:80/wh7f454c46tw3376374356_-1351592052/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8?icpid=88888888&RTS=1730291081&from=23&hms_devid=1252&online=1730291081&vqe=3
山东卫视,http://39.135.133.174:80/wh7f454c46tw3417684141_1757297057/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8?icpid=88888888&RTS=1730291122&from=23&hms_devid=1252&online=1730291122&vqe=3
山西卫视,http://39.135.133.159:80/wh7f454c46tw3453961587_-2117451666/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8?icpid=88888888&RTS=1730291158&from=23&hms_devid=1251&online=1730291158&vqe=3
河北卫视,http://39.135.133.160:80/wh7f454c46tw3502366280_1046745671/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8?icpid=88888888&RTS=1730291207&from=23&hms_devid=1244&online=1730291207&vqe=3
河南卫视,http://39.135.133.175:80/wh7f454c46tw3540838250_1674728431/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8?icpid=88888888&RTS=1730291245&from=23&hms_devid=1252&online=1730291245&vqe=3
贵州卫视,http://39.135.133.156:80/wh7f454c46tw3575698940_2146895906/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8?icpid=88888888&RTS=1730291280&from=23&hms_devid=1247&online=1730291280&vqe=3
重庆卫视,http://39.135.133.161:80/wh7f454c46tw3613157627_1197904584/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8?icpid=88888888&RTS=1730291317&from=23&hms_devid=1244&online=1730291317&vqe=3
云南卫视,http://39.135.133.180:80/wh7f454c46tw3650261061_-922793157/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8?icpid=88888888&RTS=1730291354&from=23&hms_devid=1250&online=1730291354&vqe=3
延边卫视,http://39.135.133.181:80/wh7f454c46tw3703639775_-401146724/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8?icpid=88888888&RTS=1730291408&from=23&hms_devid=1250&online=1730291408&vqe=3
新疆卫视,http://39.135.133.157:80/wh7f454c46tw3790758007_-108928532/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8?icpid=88888888&RTS=1730291495&from=23&hms_devid=1247&online=1730291495&vqe=3
山东教育卫视,http://39.135.133.175:80/wh7f454c46tw3137178556_551747837/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8?icpid=88888888&RTS=1730368151&from=23&hms_devid=1252&online=1730368151&vqe=3
河北卫视,http://cg1.hunancatv.cn:9090/live/DHBWS_8000.m3u8?t=Bthivi2%2BhNX21cwqW%2FYycA%3D%3D&u=HNTV01YU00021202&p=8&cid=10000034&pid=&l=1&d=48555E45F7FC&ip=192.168.197.8&n=DHBWS_8000&errorcode=0&sid=o79NO%2BOmvQZejEpgMbegyw%3D%3D&r=20240112193444&e=20240112233444&nc=qdIqFnXd5sfT&a=1111&pd=60&errorReason=0&v=2&project=WNTV&hlsSessionID=11082234455566390152&srchost=172.16.22.158:8060&gid=JDcQASqOxhEGtTk0DZWfBQ%3D%3D
河北卫视,http://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=2510710360&k=f1b16a3a3866dafecb94ec2bb4160e58
江西卫视,http://cg14.hunancatv.cn:9090/live/JXWS_8000.m3u8?t=BQaRxLK%2BPN%2BMIkHHMzdiGQ%3D%3D&u=HNTV01YU00021202&p=8&cid=10000033&pid=&l=1&d=48555E45F7FC&ip=192.168.197.126&n=JXWS_8000&errorcode=0&sid=AT%2BGZB5i%2FwraxXsvYp1WCg%3D%3D&r=20231222181928&e=20231222221928&nc=MMl6FIkOfsOY&a=1111&pd=60&errorReason=0&v=2&project=WNTV&hlsSessionID=11082234455558151060&srchost=172.16.22.158:8060&gid=uBKjRN%2FNB7V8y%2B0ce92I7A%3D%3D
广西卫视,http://cg12.hunancatv.cn:9090/live/GXWS_2000.m3u8?t=eWZnswv0pM%2BWMSL9KFOWng%3D%3D&u=HNTV01YU00021202&p=8&cid=10000016&pid=&l=1&d=48555E45F7FC&ip=192.168.197.128&n=GXWS_2000&errorcode=0&sid=%2FFdTu7ha1mlHkaSVEEvmVA%3D%3D&r=20240112193749&e=20240112233749&nc=mAFqbkQLRxN2&a=1111&pd=60&errorReason=0&v=2&project=WNTV&hlsSessionID=7114844658830796911&srchost=172.16.22.158:8060&gid=yhjlfR0Mv1MbOCsErUN0Qg%3D%3D
吉林卫视,http://cg1.hunancatv.cn:9090/live/JNWS_8000.m3u8?t=oUfEgbzkfFtlgGCq11qqtQ%3D%3D&u=HNTV01YU00021202&p=8&cid=10000035&pid=&l=1&d=48555E45F7FC&ip=192.168.197.7&n=JNWS_8000&errorcode=0&sid=%2BmBd0x%2BJefmKIgzj1gO9xw%3D%3D&r=20240112193544&e=20240112233544&nc=ytS1bVgaGJlV&a=1111&pd=60&errorReason=0&v=2&project=WNTV&hlsSessionID=7114844658830795998&srchost=172.16.22.158:8060&gid=vwZ%2BN8d0ueiHLISTHwc45A%3D%3D
大湾区卫视,https://live-pc.xuexi.cn/merged/nftv_merge_cqhd.m3u8?auth_key=1731045145-0-17083432466806794-3b11e2dec52e8aabe900c6bc6d8fa1a7&yid=17083432466806794

光速云信息技术,#genre#
安徽经济生活频道,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959/hls.m3u8
安徽影视频道,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8
安徽综艺体育频道,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8
宝丰新闻综合频道,http://live.dxhmt.cn:9081/tv/10421-1.m3u8
保定二套公共频道,http://live.bdgdw.com/channel2/playlist.m3u8?_upt=7ea59f411724490175
保定三套,http://live.bdgdw.com/channel3/playlist.m3u8?_upt=0645c0b41724490181
保定一套,http://live.bdgdw.com/channel1/playlist.m3u8?_upt=0276a52c1724490169
璧山综合,http://222.179.42.129:8181/hls1.m3u8?zzhongqd
