祖国同胞_8657,#genre#
中视新闻台_线路1,http://go2.bkpcp.top/cjds/classid=3&id=19&pathid=0
中视综合台_线路1,http://go2.bkpcp.top/cjds/classid=3&id=18&pathid=0
中视综艺台_1,http://go2.bkpcp.top/cjds/classid=3&id=17&pathid=0
卫视电影台_线路2,http://go2.bkpcp.top/cjds/classid=3&id=16&pathid=0
天映电影台_高清线路1,http://go2.bkpcp.top/cjds/classid=3&id=15&pathid=0
天映电影台_2,http://go2.bkpcp.top/cjds/classid=3&id=15&pathid=1
龙祥电影台_线路1,http://go2.bkpcp.top/cjds/classid=3&id=14&pathid=0
龙祥电影台_线路2,http://go2.bkpcp.top/cjds/classid=3&id=14&pathid=1
龙祥时代电影台_线路1,http://go2.bkpcp.top/cjds/classid=3&id=13&pathid=0
纬来综合台_线路2,http://go2.bkpcp.top/cjds/classid=3&id=12&pathid=0
纬来体育台_英文解说,http://go2.bkpcp.top/cjds/classid=3&id=11&pathid=0
纬来体育台_3,http://go2.bkpcp.top/cjds/classid=3&id=11&pathid=1
纬来体育台_3,http://go2.bkpcp.top/cjds/classid=3&id=11&pathid=2
纬来体育台_4,http://go2.bkpcp.top/cjds/classid=3&id=11&pathid=3
纬来体育台_5,http://go2.bkpcp.top/cjds/classid=3&id=11&pathid=4
纬来体育台_6,http://go2.bkpcp.top/cjds/classid=3&id=11&pathid=5
纬来体育台_7,http://go2.bkpcp.top/cjds/classid=3&id=11&pathid=6
纬来日本台_线路1,http://go2.bkpcp.top/cjds/classid=3&id=10&pathid=0
纬来日本台_2,http://go2.bkpcp.top/cjds/classid=3&id=10&pathid=1
纬来电影台_线路1,http://go2.bkpcp.top/cjds/classid=3&id=9&pathid=0
纬来电影台_线路2,http://go2.bkpcp.top/cjds/classid=3&id=9&pathid=1
年代新闻台_线路1,http://go2.bkpcp.top/cjds/classid=3&id=7&pathid=0
年代新闻台_2,http://go2.bkpcp.top/cjds/classid=3&id=7&pathid=1
非凡新闻台_线路1,http://go2.bkpcp.top/cjds/classid=3&id=6&pathid=0
非凡新闻台_2,http://go2.bkpcp.top/cjds/classid=3&id=6&pathid=1
非凡新闻台_3,http://go2.bkpcp.top/cjds/classid=3&id=6&pathid=2
民视新闻台_1,http://go2.bkpcp.top/cjds/classid=3&id=5&pathid=0
民视新闻台_2,http://go2.bkpcp.top/cjds/classid=3&id=5&pathid=1
民视新闻台_3,http://go2.bkpcp.top/cjds/classid=3&id=5&pathid=2
卫视中文台_线路1,http://go2.bkpcp.top/cjds/classid=3&id=4&pathid=0
卫视中文台_2,http://go2.bkpcp.top/cjds/classid=3&id=4&pathid=1
卫视中文台_3,http://go2.bkpcp.top/cjds/classid=3&id=4&pathid=2
星空国际台_线路1(仅支持电脑),http://go2.bkpcp.top/cjds/classid=3&id=3&pathid=0

爱奇艺 iQiyi Live Online_高清2,http://go2.bkpcp.top/cjds/classid=10&id=260164961&pathid=0
爱奇艺 iQiyi Live Online_高清3,http://go2.bkpcp.top/cjds/classid=10&id=260164961&pathid=1
TVB 星河台 Xing He Live Online_高清,http://go2.bkpcp.top/cjds/classid=10&id=260164960&pathid=0
TVB 星河台 Xing He Live Online_高清,http://go2.bkpcp.top/cjds/classid=10&id=260164960&pathid=1

欢喜台（Hua Hee Tai） Live Online_高清2,http://go2.bkpcp.top/cjds/classid=10&id=260164956&pathid=0
欢喜台（Hua Hee Tai） Live Online_高清3,http://go2.bkpcp.top/cjds/classid=10&id=260164956&pathid=1
华丽台（Wah Lai Toi） Live Online_高清,http://go2.bkpcp.top/cjds/classid=10&id=260164955&pathid=0
华丽台（Wah Lai Toi） Live Online_高速,http://go2.bkpcp.top/cjds/classid=10&id=260164955&pathid=1


体育_8657,#genre#
Arena2 Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165355&pathid=0
Arena2 Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165355&pathid=1
Arena2 Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165355&pathid=2
Arena Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165354&pathid=0
Arena Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165354&pathid=1
Arena Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165354&pathid=2
Arena Live Online_4,http://go2.bkpcp.top/cjds/classid=4&id=260165354&pathid=3
爱尔达体育2台 Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165353&pathid=0
爱尔达体育2台 Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165353&pathid=1
爱尔达体育2台 Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165353&pathid=2
爱尔达体育1台 Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=260165352&pathid=0
爱尔达体育1台 Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165352&pathid=1
爱尔达体育1台 Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165352&pathid=2
Sky sports Golf Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165349&pathid=0
Sky sports Golf Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165349&pathid=1
Sky sports Golf Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165349&pathid=2
Sky sports Golf Live Online_4,http://go2.bkpcp.top/cjds/classid=4&id=260165349&pathid=3
Sky sports Golf Live Online_5,http://go2.bkpcp.top/cjds/classid=4&id=260165349&pathid=4
Sky sports Football Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165348&pathid=0
Sky sports Football Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165348&pathid=1
Sky sports Football Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165348&pathid=2
Sky sports Football Live Online_4,http://go2.bkpcp.top/cjds/classid=4&id=260165348&pathid=3
Sky sports Football Live Online_5,http://go2.bkpcp.top/cjds/classid=4&id=260165348&pathid=4
Sky sports F1 Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165347&pathid=0
Sky sports F1 Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165347&pathid=1
Sky sports F1 Live Online_4,http://go2.bkpcp.top/cjds/classid=4&id=260165347&pathid=2
Sky sports F1 Live Online_5,http://go2.bkpcp.top/cjds/classid=4&id=260165347&pathid=3
Sky sports F1 Live Online_6,http://go2.bkpcp.top/cjds/classid=4&id=260165347&pathid=4
Sky sports F1 Live Online_6,http://go2.bkpcp.top/cjds/classid=4&id=260165347&pathid=5
Sky sports EPL Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165346&pathid=0
Sky sports EPL Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165346&pathid=1
Sky sports EPL Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165346&pathid=2
Sky sports EPL Live Online_4,http://go2.bkpcp.top/cjds/classid=4&id=260165346&pathid=3
Sky sports Cricket Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165345&pathid=0
Sky sports Cricket Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165345&pathid=1
Sky sports Cricket Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165345&pathid=2
Sky sports Cricket Live Online_4,http://go2.bkpcp.top/cjds/classid=4&id=260165345&pathid=3
Sky sports Cricket Live Online_5,http://go2.bkpcp.top/cjds/classid=4&id=260165345&pathid=4
Skysports Arena Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165344&pathid=0
Skysports Arena Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165344&pathid=1
Skysports Arena Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165344&pathid=2
Skysports Arena Live Online_4,http://go2.bkpcp.top/cjds/classid=4&id=260165344&pathid=3
Skysports Action Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165343&pathid=0
Skysports Action Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165343&pathid=1
Skysports Action Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165343&pathid=2
BT ESPN Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165342&pathid=0
BT ESPN Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165342&pathid=1
BT ESPN Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165342&pathid=2
BT ESPN Live Online_4,http://go2.bkpcp.top/cjds/classid=4&id=260165342&pathid=3
BT Sports 3 Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165341&pathid=0
BT Sports 3 Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165341&pathid=1
BT Sports 3 Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165341&pathid=2
BT Sports 2 Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165340&pathid=0
BT Sports 2 Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165340&pathid=1
BT Sports 2 Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165340&pathid=2
BT Sports 1 Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165339&pathid=0
BT Sports 1 Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165339&pathid=1
BT Sports 1 Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165339&pathid=2
BT Sports 1 Live Online_4,http://go2.bkpcp.top/cjds/classid=4&id=260165339&pathid=3
BT Sports 1 Live Online_5,http://go2.bkpcp.top/cjds/classid=4&id=260165339&pathid=4
SPOTV GP Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165338&pathid=0
SPOTV GP Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165338&pathid=1
SPOTV GP Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165338&pathid=2
Fight Sports Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165337&pathid=0
Fight Sports Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=260165337&pathid=1
Sony Six HD Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165336&pathid=0
Sony Six HD Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165336&pathid=1
Sony Six HD Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165336&pathid=2
Sony Ten 3 Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165335&pathid=0
Sony Ten 3 Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165335&pathid=1
Sony Ten 3 Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165335&pathid=2
Sony Ten 2 Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165334&pathid=0
Sony Ten 2 Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165334&pathid=1
Sony Ten 2 Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165334&pathid=2
Sony Ten 1 Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165333&pathid=0
Sony Ten 1 Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165333&pathid=1
Sony Ten 1 Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165333&pathid=2
Astro Cricket Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165332&pathid=0
Astro Cricket Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=260165332&pathid=1
Astro Golf Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165331&pathid=0
Astro Golf Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=260165331&pathid=1
Eurosports HD Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165330&pathid=0
Eurosports HD Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=260165330&pathid=1
NBA TV Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=260165329&pathid=0
NBA TV Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165329&pathid=1
NBA TV Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165329&pathid=2
WWE Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165328&pathid=0
WWE Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=260165328&pathid=1
WWE Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165328&pathid=2
UFC Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165327&pathid=0
UFC Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165327&pathid=1
UFC Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165327&pathid=2
UFC Live Online_4,http://go2.bkpcp.top/cjds/classid=4&id=260165327&pathid=3
Champions TV 3  Live Online_1,http://go2.bkpcp.top/cjds/classid=4&id=260165326&pathid=0
Champions TV 3  Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=260165326&pathid=1
Champions TV 3  Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165326&pathid=2
Champions TV 2 Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165325&pathid=0
Champions TV 2 Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165325&pathid=1
Champions TV 2 Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165325&pathid=2
Champions TV 1  Live Online_1,http://go2.bkpcp.top/cjds/classid=4&id=260165324&pathid=0
Champions TV 1  Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=260165324&pathid=1
Champions TV 1  Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165324&pathid=2
True Premier Football 2 Live Online_1,http://go2.bkpcp.top/cjds/classid=4&id=260165323&pathid=0
True Premier Football 2 Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=260165323&pathid=1
True Premier Football 1 Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165322&pathid=0
True Premier Football 1 Live Online_高清,http://go2.bkpcp.top/cjds/classid=4&id=260165322&pathid=1
True Premier Football 1 Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165322&pathid=2
Astro Supersports 5  Live Online_1,http://go2.bkpcp.top/cjds/classid=4&id=260165321&pathid=0
Astro Supersports 5  Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=260165321&pathid=1
Astro Supersports 5  Live Online_4,http://go2.bkpcp.top/cjds/classid=4&id=260165321&pathid=2
Astro Supersports 5  Live Online_5,http://go2.bkpcp.top/cjds/classid=4&id=260165321&pathid=3
Astro Supersports 5  Live Online_6,http://go2.bkpcp.top/cjds/classid=4&id=260165321&pathid=4
Astro Supersports 4 Live Online_1,http://go2.bkpcp.top/cjds/classid=4&id=260165320&pathid=0
Astro Supersports 4 Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=260165320&pathid=1
Astro Supersports 4 Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165320&pathid=2
Astro Supersports 4 Live Online_4,http://go2.bkpcp.top/cjds/classid=4&id=260165320&pathid=3
Astro Supersports 4 Live Online_5,http://go2.bkpcp.top/cjds/classid=4&id=260165320&pathid=4
Astro Supersports 3 Live Online_1,http://go2.bkpcp.top/cjds/classid=4&id=260165319&pathid=0
Astro Supersports 3 Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=260165319&pathid=1
Astro Supersports 3 Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165319&pathid=2
Astro Supersports 3 Live Online_5,http://go2.bkpcp.top/cjds/classid=4&id=260165319&pathid=3
Astro Supersports 2 Live Online_1,http://go2.bkpcp.top/cjds/classid=4&id=260165318&pathid=0
Astro Supersports 2 Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=260165318&pathid=1
Astro Supersports 2 Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165318&pathid=2
Astro Supersports 2 Live Online_5,http://go2.bkpcp.top/cjds/classid=4&id=260165318&pathid=3
Astro Supersports 1 Live Online_1,http://go2.bkpcp.top/cjds/classid=4&id=260165317&pathid=0
Astro Supersports 1 Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=260165317&pathid=1
Astro Supersports 1 Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=260165317&pathid=2
Astro Supersports 1 Live Online_4,http://go2.bkpcp.top/cjds/classid=4&id=260165317&pathid=3
NHL NETWORK Live Online_1,http://go2.bkpcp.top/cjds/classid=4&id=490568&pathid=0
NHL NETWORK Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=490568&pathid=1
NHL NETWORK Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=490568&pathid=2
NHL NETWORK Live Online_4,http://go2.bkpcp.top/cjds/classid=4&id=490568&pathid=3
ESPNU Live Online_1,http://go2.bkpcp.top/cjds/classid=4&id=490567&pathid=0
MLB Network Live Online_1,http://go2.bkpcp.top/cjds/classid=4&id=490566&pathid=0
MLB Network Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=490566&pathid=1
Big Ten Network Live Online_1,http://go2.bkpcp.top/cjds/classid=4&id=490565&pathid=0
NBC Sports Network Live Online_1,http://go2.bkpcp.top/cjds/classid=4&id=490564&pathid=0
NBC Sports Network Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=490564&pathid=1
Golf Channel Live Online_1,http://go2.bkpcp.top/cjds/classid=4&id=490563&pathid=0
Golf Channel Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=490563&pathid=1
Golf Channel Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=490563&pathid=2
SEC Network Live Online_1,http://go2.bkpcp.top/cjds/classid=4&id=490562&pathid=0
ESPN2 Live Online_1,http://go2.bkpcp.top/cjds/classid=4&id=490561&pathid=0
ESPN2 Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=490561&pathid=1
Fox Sports 2 Live Online_1,http://go2.bkpcp.top/cjds/classid=4&id=490560&pathid=0
Fox Sports 2 Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=490560&pathid=1
Fox Sports 1 Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=490559&pathid=0
Fox Sports 1 Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=490559&pathid=1
NFL Network Live Online_1,http://go2.bkpcp.top/cjds/classid=4&id=490558&pathid=0
NFL Network Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=490558&pathid=1
NFL Network Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=490558&pathid=2
ESPN Live Online_1,http://go2.bkpcp.top/cjds/classid=4&id=490557&pathid=0
ESPN Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=490557&pathid=1
ESPN Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=490557&pathid=2
ESPN Live Online_4,http://go2.bkpcp.top/cjds/classid=4&id=490557&pathid=3
Astro Super sports 2 Live Online_1,http://go2.bkpcp.top/cjds/classid=4&id=490556&pathid=0
Astro Super sports 2 Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=490556&pathid=1
Astro Super sports 2 Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=490556&pathid=2
Astro Super sports 1 Live Online_1,http://go2.bkpcp.top/cjds/classid=4&id=490555&pathid=0
Astro Super sports 1 Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=490555&pathid=1
纬来体育 Live Online_线路1,http://go2.bkpcp.top/cjds/classid=4&id=726&pathid=0
纬来体育 Live Online_备用2,http://go2.bkpcp.top/cjds/classid=4&id=726&pathid=1
纬来体育 Live Online_HL-TVA,http://go2.bkpcp.top/cjds/classid=4&id=726&pathid=2
纬来体育 Live Online_US-TVA,http://go2.bkpcp.top/cjds/classid=4&id=726&pathid=3
纬来体育 Live Online_5,http://go2.bkpcp.top/cjds/classid=4&id=726&pathid=4
纬来体育 Live Online_6,http://go2.bkpcp.top/cjds/classid=4&id=726&pathid=5
NBA TV  sp Live Online_线路1,http://go2.bkpcp.top/cjds/classid=4&id=653&pathid=0
NBA TV  sp Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=653&pathid=1
NBA TV  sp Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=653&pathid=2
NBA TV  sp Live Online_4,http://go2.bkpcp.top/cjds/classid=4&id=653&pathid=3
CCTV5体育 Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=612&pathid=0
CCTV5体育 Live Online_5,http://go2.bkpcp.top/cjds/classid=4&id=612&pathid=1
CCTV5体育 Live Online_6,http://go2.bkpcp.top/cjds/classid=4&id=612&pathid=2
CCTV5体育 Live Online_7,http://go2.bkpcp.top/cjds/classid=4&id=612&pathid=3
CCTV5体育 Live Online_8,http://go2.bkpcp.top/cjds/classid=4&id=612&pathid=4
CCTV5体育 Live Online_9,http://go2.bkpcp.top/cjds/classid=4&id=612&pathid=5
CCTV5+体育赛事 Live Online_高清1,http://go2.bkpcp.top/cjds/classid=4&id=611&pathid=0
CCTV5+体育赛事 Live Online_高清1,http://go2.bkpcp.top/cjds/classid=4&id=611&pathid=1
CCTV5+体育赛事 Live Online_高清2,http://go2.bkpcp.top/cjds/classid=4&id=611&pathid=2
CCTV5+体育赛事 Live Online_备用高清,http://go2.bkpcp.top/cjds/classid=4&id=611&pathid=3
CCTV5+体育赛事 Live Online_高清4,http://go2.bkpcp.top/cjds/classid=4&id=611&pathid=4
CCTV5+体育赛事 Live Online_高清5,http://go2.bkpcp.top/cjds/classid=4&id=611&pathid=5
CCTV5+体育赛事 Live Online_7,http://go2.bkpcp.top/cjds/classid=4&id=611&pathid=6
CCTV5+体育赛事 Live Online_8,http://go2.bkpcp.top/cjds/classid=4&id=611&pathid=7
五星体育 Live Online_线路1,http://go2.bkpcp.top/cjds/classid=4&id=608&pathid=0
五星体育 Live Online_2,http://go2.bkpcp.top/cjds/classid=4&id=608&pathid=1
五星体育 Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=608&pathid=2
五星体育 Live Online_4,http://go2.bkpcp.top/cjds/classid=4&id=608&pathid=3
五星体育 Live Online_5,http://go2.bkpcp.top/cjds/classid=4&id=608&pathid=4
五星体育 Live Online_6,http://go2.bkpcp.top/cjds/classid=4&id=608&pathid=5
五星体育 Live Online_7,http://go2.bkpcp.top/cjds/classid=4&id=608&pathid=6
广东体育 Live Online_线路1,http://go2.bkpcp.top/cjds/classid=4&id=607&pathid=0
广东体育 Live Online_线路2,http://go2.bkpcp.top/cjds/classid=4&id=607&pathid=1
广东体育 Live Online_备用,http://go2.bkpcp.top/cjds/classid=4&id=607&pathid=2
广东体育 Live Online_4,http://go2.bkpcp.top/cjds/classid=4&id=607&pathid=3
广东体育 Live Online_5,http://go2.bkpcp.top/cjds/classid=4&id=607&pathid=4
广东体育 Live Online_6,http://go2.bkpcp.top/cjds/classid=4&id=607&pathid=5
广东体育 Live Online_7,http://go2.bkpcp.top/cjds/classid=4&id=607&pathid=6
广东体育 Live Online_8,http://go2.bkpcp.top/cjds/classid=4&id=607&pathid=7
广东体育 Live Online_9,http://go2.bkpcp.top/cjds/classid=4&id=607&pathid=8
广东体育 Live Online_10,http://go2.bkpcp.top/cjds/classid=4&id=607&pathid=9
广东体育 Live Online_11,http://go2.bkpcp.top/cjds/classid=4&id=607&pathid=10
广东体育 Live Online_12,http://go2.bkpcp.top/cjds/classid=4&id=607&pathid=11
Abu Dhabi Sports 1 Live Online_Link2,http://go2.bkpcp.top/cjds/classid=4&id=598&pathid=0
Abu Dhabi Sports 1 Live Online_Link3,http://go2.bkpcp.top/cjds/classid=4&id=598&pathid=1
Abu Dhabi Sports 1 Live Online_3,http://go2.bkpcp.top/cjds/classid=4&id=598&pathid=2
Abu Dhabi Sports 2 Live Online_link1,http://go2.bkpcp.top/cjds/classid=4&id=597&pathid=0
Abu Dhabi Sports 2 Live Online_link2,http://go2.bkpcp.top/cjds/classid=4&id=597&pathid=1
Abu Dhabi Sports 2 Live Online_link3,http://go2.bkpcp.top/cjds/classid=4&id=597&pathid=2
央视_8657,#genre#
CCTV5+体育赛事_YM,http://go2.bkpcp.top/cjds/classid=1&id=154&pathid=0
CCTV5+体育赛事_YN-HL,http://go2.bkpcp.top/cjds/classid=1&id=154&pathid=1
CCTV5+体育赛事_YN-US,http://go2.bkpcp.top/cjds/classid=1&id=154&pathid=2
CCTV5+体育赛事_备用高清,http://go2.bkpcp.top/cjds/classid=1&id=154&pathid=3
CCTV5+体育赛事_IPTV-MS,http://go2.bkpcp.top/cjds/classid=1&id=154&pathid=4
CCTV5+体育赛事_6,http://go2.bkpcp.top/cjds/classid=1&id=154&pathid=5
CCTV5+体育赛事_7,http://go2.bkpcp.top/cjds/classid=1&id=154&pathid=6
CCTV5+体育赛事_8,http://go2.bkpcp.top/cjds/classid=1&id=154&pathid=7
CCTV5+体育赛事_9,http://go2.bkpcp.top/cjds/classid=1&id=154&pathid=8
CCTV5+体育赛事_10,http://go2.bkpcp.top/cjds/classid=1&id=154&pathid=9
CCTV15音乐_SF,http://go2.bkpcp.top/cjds/classid=1&id=155&pathid=0
CCTV15音乐_YN-US,http://go2.bkpcp.top/cjds/classid=1&id=155&pathid=1
CCTV15音乐_YN-HL,http://go2.bkpcp.top/cjds/classid=1&id=155&pathid=2
CCTV14少儿_SF,http://go2.bkpcp.top/cjds/classid=1&id=156&pathid=0
CCTV14少儿_YN-US,http://go2.bkpcp.top/cjds/classid=1&id=156&pathid=1
CCTV14少儿_YN-HL,http://go2.bkpcp.top/cjds/classid=1&id=156&pathid=2
CCTV13新闻_SF,http://go2.bkpcp.top/cjds/classid=1&id=157&pathid=0
CCTV13新闻_NB,http://go2.bkpcp.top/cjds/classid=1&id=157&pathid=1
CCTV13新闻_YN-HL,http://go2.bkpcp.top/cjds/classid=1&id=157&pathid=2
CCTV13新闻_YN-US,http://go2.bkpcp.top/cjds/classid=1&id=157&pathid=3
CCTV12社会与法_SF,http://go2.bkpcp.top/cjds/classid=1&id=158&pathid=0
CCTV12社会与法_YN-US,http://go2.bkpcp.top/cjds/classid=1&id=158&pathid=1
CCTV12社会与法_YN-HL,http://go2.bkpcp.top/cjds/classid=1&id=158&pathid=2
CCTV12社会与法_4,http://go2.bkpcp.top/cjds/classid=1&id=158&pathid=3
CCTV11戏曲_SF,http://go2.bkpcp.top/cjds/classid=1&id=159&pathid=0
CCTV11戏曲_YN-US,http://go2.bkpcp.top/cjds/classid=1&id=159&pathid=1
CCTV11戏曲_YN-HL,http://go2.bkpcp.top/cjds/classid=1&id=159&pathid=2
CCTV10科学教育_SF,http://go2.bkpcp.top/cjds/classid=1&id=160&pathid=0
CCTV10科学教育_YN-US,http://go2.bkpcp.top/cjds/classid=1&id=160&pathid=1
CCTV10科学教育_YN-HL,http://go2.bkpcp.top/cjds/classid=1&id=160&pathid=2
CCTV9纪录_SF,http://go2.bkpcp.top/cjds/classid=1&id=161&pathid=0
CCTV9纪录_YN-US,http://go2.bkpcp.top/cjds/classid=1&id=161&pathid=1
CCTV9纪录_YN-HL,http://go2.bkpcp.top/cjds/classid=1&id=161&pathid=2
CCTV8电视剧_YN-US,http://go2.bkpcp.top/cjds/classid=1&id=162&pathid=0
CCTV8电视剧_YN-HL,http://go2.bkpcp.top/cjds/classid=1&id=162&pathid=1
CCTV7军事农业_SF,http://go2.bkpcp.top/cjds/classid=1&id=163&pathid=0
CCTV7军事农业_YN-US,http://go2.bkpcp.top/cjds/classid=1&id=163&pathid=1
CCTV7军事农业_YN-HL,http://go2.bkpcp.top/cjds/classid=1&id=163&pathid=2
CCTV6电影_BST-US,http://go2.bkpcp.top/cjds/classid=1&id=164&pathid=0
CCTV6电影_YN-HL,http://go2.bkpcp.top/cjds/classid=1&id=164&pathid=1
CCTV6电影_YN-US,http://go2.bkpcp.top/cjds/classid=1&id=164&pathid=2
